trials,mode,curvature,loss_mm,distance_um,emit_photons_mean,emit_photons_sem,det_photons_mean,det_photons_sem,snr_mean,snr_sem,motor_net_steps_mean,motor_net_steps_sem,photon_peak_mean,photon_peak_sem,cilia_phase_reset_mean,cilia_phase_reset_sem,spindle_metric_mean,spindle_metric_sem
24,hypothesis,0.0,30.0,50.0,509.79591186727424,0.0,2.943561025956621,9.259900138095514e-17,1.698775834905484,0.0,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,30.0,50.0,993.2553944550932,0.0,3.706368065019703,0.0,1.9062238524250807,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.0,30.0,100.0,509.79591186727424,0.0,1.19068065436832,0.0,1.0804300852192061,0.0,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,30.0,100.0,993.2553944550932,0.0,1.89932781519321,0.0,1.3645809933804494,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.0,50.0,50.0,509.79591186727424,0.0,1.7048870629259323,0.0,1.2928468969677953,0.0,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,50.0,50.0,993.2553944550932,0.0,2.5221285856241886,0.0,1.5724726637085673,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.0,50.0,100.0,509.79591186727424,0.0,0.20189844333980614,0.0,0.4448986902721977,1.1574875172619392e-17,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,50.0,100.0,993.2553944550932,0.0,0.379132957095482,0.0,0.6096672631549277,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.0,100.0,50.0,509.79591186727424,0.0,0.20189844333980614,0.0,0.4448986902721977,1.1574875172619392e-17,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,100.0,50.0,993.2553944550932,0.0,0.379132957095482,0.0,0.6096672631549277,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.0,100.0,100.0,509.79591186727424,0.0,0.0014154727331357338,0.0,0.03722631713576078,0.0,-3.5,12.024280990285172,9.045469435032136e-06,0.0,0.6251473373093197,0.0,9.230289366831015e-06,0.0
24,antithesis,0.0,100.0,100.0,993.2553944550932,0.0,0.002756007619339114,9.0428712286089e-20,0.051961979209630776,0.0,188.33333333333334,12.320988730009626,7.095511407607802e-07,0.0,0.025157010770854648,0.0,9.230289366831015e-06,0.0
24,hypothesis,0.2,30.0,50.0,560.7755030540017,0.0,3.0612323401621047,9.259900138095514e-17,1.7323981559656845,0.0,-3.5,12.024280990285172,9.95001637853535e-06,0.0,0.6251473373093199,0.0,9.680499745902094e-06,0.0
24,antithesis,0.2,30.0,50.0,709.4681388964951,2.3705344353524515e-14,3.3411639277833793,0.0,1.8098746099535992,0.0,188.33333333333334,12.320988730009626,5.068222434005573e-07,0.0,0.02515701077085465,0.0,9.680499745902094e-06,0.0
24,hypothesis,0.2,30.0,100.0,560.7755030540017,0.0,1.2798680506281517,0.0,1.1201641811937888,0.0,-3.5,12.024280990285172,9.95001637853535e-06,0.0,0.6251473373093199,0.0,9.680499745902094e-06,0.0
24,antithesis,0.2,30.0,100.0,709.4681388964951,2.3705344353524515e-14,1.518207468822528,0.0,1.2200138888945724,0.0,188.33333333333334,12.320988730009626,5.068222434005573e-07,0.0,0.02515701077085465,0.0,9.680499745902094e-06,0.0
24,hypothesis,0.2,50.0,50.0,560.7755030540017,0.0,1.8147114918575271,0.0,1.3338381115243658,0.0,-3.5,12.024280990285172,9.95001637853535e-06,0.0,0.6251473373093199,0.0,9.680499745902094e-06,0.0
24,antithesis,0.2,50.0,50.0,709.4681388964951,2.3705344353524515e-14,2.0979520637515687,0.0,1.4341586184740411,4.629950069047757e-17,188.33333333333334,12.320988730009626,5.068222434005573e-07,0.0,0.02515701077085465,0.0,9.680499745902094e-06,0.0
24,hypothesis,0.2,50.0,100.0,560.7755030540017,0.0,0.22121255296611841,0.0,0.46569329626928674,0.0,-3.5,12.024280990285172,9.95001637853535e-06,0.0,0.6251473373093199,0.0,9.680499745902094e-06,0.0
24,antithesis,0.2,50.0,100.0,709.4681388964951,2.3705344353524515e-14,0.2766860506176548,0.0,0.5208224536059416,0.0,188.33333333333334,12.320988730009626,5.068222434005573e-07,0.0,0.02515701077085465,0.0,9.680499745902094e-06,0.0
24,hypothesis,0.2,100.0,50.0,560.7755030540017,0.0,0.22121255296611841,0.0,0.46569329626928674,0.0,-3.5,12.024280990285172,9.95001637853535e-06,0.0,0.6251473373093199,0.0,9.680499745902094e-06,0.0
24,antithesis,0.2,100.0,50.0,709.4681388964951,2.3705344353524515e-14,0.2766860506176548,0.0,0.5208224536059416,0.0,188.33333333333334,12.320988730009626,5.068222434005573e-07,0.0,0.02515701077085465,0.0,9.680499745902094e-06,0.0
