trials_H,mode_H,N,curvature,loss_mm,alpha,ell_um,det_x_um,det_y_um,det_z_um,node_radius_um,kappa_sigma,win_ns,emit_photons_total_mean_H,emit_photons_total_sem_H,det_photons_total_mean_H,det_photons_total_sem_H,gate_photons_mean_H,gate_photons_sem_H,coincidence_ratio_mean_H,coincidence_ratio_sem_H,peak_sharpness_mean_H,peak_sharpness_sem_H,p2rms_mean_H,p2rms_sem_H,snr_mean_H,snr_sem_H,R_before_mean_H,R_before_sem_H,R_after_mean_H,R_after_sem_H,sync_gain_mean_H,sync_gain_sem_H,mean_phase_reset_mean_H,mean_phase_reset_sem_H,__source___H,qe,eta_geom,dark_cps,deadtime_ns,prc_eps,prc_threshold,distance_um_H,trials_A,mode_A,emit_photons_total_mean_A,emit_photons_total_sem_A,det_photons_total_mean_A,det_photons_total_sem_A,gate_photons_mean_A,gate_photons_sem_A,coincidence_ratio_mean_A,coincidence_ratio_sem_A,peak_sharpness_mean_A,peak_sharpness_sem_A,p2rms_mean_A,p2rms_sem_A,snr_mean_A,snr_sem_A,R_before_mean_A,R_before_sem_A,R_after_mean_A,R_after_sem_A,sync_gain_mean_A,sync_gain_sem_A,mean_phase_reset_mean_A,mean_phase_reset_sem_A,__source___A,distance_um_A,snr_gap,snr_ratio,coincidence_ratio_mean_gap,coincidence_ratio_mean_ratio,p2rms_mean_gap,p2rms_mean_ratio,peak_sharpness_mean_gap,peak_sharpness_mean_ratio,gate_photons_mean_gap,gate_photons_mean_ratio,det_photons_total_mean_gap,det_photons_total_mean_ratio
12,hypothesis,24,0.8,3.0,0.1,5.0,0.0,0.0,0.0,6.0,0.05,0.1,149104.23503090875,911.1813468991826,35310.75836171784,222.0983928064768,34791.733040919346,219.60772332422687,0.9852996746512428,3.982317691902604e-05,117.98964775480071,0.1342093049693239,13.230294112595844,0.0087370535651951,186.5151807955188,0.5893273308908381,0.1862545410256928,0.026686953146732,0.2355858328395663,0.0449152972807491,0.0493312918138734,0.0313680775091551,0.2238743444624777,0.0060848947572605,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,662.9754527404268,7.979082187266944,0.052364530133963,0.0002335386361713,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,25.74315157485484,0.1553879989737142,0.1486524634460377,0.0375548375404561,0.196598002926422,0.0335729575186351,0.0479455394803842,0.0245604245243567,0.1665266714384046,0.0076427476391387,sweep_network_compact_gated.csv,,160.77202922066397,7.245234922118137,0.9329351445172798,18.816165677999454,9.911612567710689,3.98661153040934,112.60544286955226,21.914033783904966,34128.757588178916,52.47816174355594,22652.799821963243,2.789609260515276
12,hypothesis,24,0.8,3.0,0.1,5.0,0.0,0.0,0.0,6.0,0.05,0.2,149104.23503090875,911.1813468991826,35310.75836171784,222.0983928064768,35308.93238512264,222.0892358204661,0.9999482836702808,3.30458823382888e-07,117.98964775480071,0.1342093049693239,13.230294112595844,0.0087370535651951,187.89646810289537,0.5915818222257945,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,1289.2982733882716,15.370651384886209,0.1018349310960916,0.0004398923982798,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,35.899741686985564,0.2146498611866835,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,151.9967264159098,5.233922565270488,0.8981133525741891,9.819305349426005,9.911612567710689,3.98661153040934,112.60544286955226,21.914033783904966,34019.63411173437,27.386162778556187,22652.799821963243,2.789609260515276
12,hypothesis,24,0.8,3.0,0.1,8.0,0.0,0.0,0.0,6.0,0.05,0.1,180413.84809188556,887.106563244354,42724.078717244265,217.72730299363744,42096.06486416239,215.4920157027045,0.9852994246951744,3.968652249493552e-05,117.98876153767822,0.1336876041575509,13.230241979541256,0.0087024513368807,205.16584347830147,0.5258356118416716,0.1862545410256928,0.026686953146732,0.2383159532352957,0.0450273329795452,0.0520614122096029,0.031597348439331,0.2289657861244423,0.0061986537349819,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,662.9754527404268,7.979082187266944,0.052364530133963,0.0002335386361713,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,25.74315157485484,0.1553879989737142,0.1486524634460377,0.0375548375404561,0.196598002926422,0.0335729575186351,0.0479455394803842,0.0245604245243567,0.1665266714384046,0.0076427476391387,sweep_network_compact_gated.csv,,179.42269190344663,7.969725186200647,0.9329348945612114,18.816160904614346,9.911560434656101,3.9865958214436312,112.60455665242976,21.91386918817702,41433.08941142196,63.495661400670535,30066.12017748967,3.3752740288302903
12,hypothesis,24,0.8,3.0,0.1,8.0,0.0,0.0,0.0,6.0,0.05,0.2,180413.84809188556,887.106563244354,42724.078717244265,217.72730299363744,42721.86937040739,217.7190592923128,0.9999482839569744,3.290750571270344e-07,117.98876153767822,0.1336876041575509,13.230241979541256,0.0087024513368807,206.68529305108453,0.5273438407972569,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,1289.2982733882716,15.370651384886209,0.1018349310960916,0.0004398923982798,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,35.899741686985564,0.2146498611866835,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,170.78555136409898,5.757291928538094,0.8981133528608829,9.819305352241283,9.911560434656101,3.9865958214436312,112.60455665242976,21.91386918817702,41432.571097019114,33.13575318621537,30066.12017748967,3.3752740288302903
12,hypothesis,24,0.8,3.0,0.1,12.0,0.0,0.0,0.0,6.0,0.05,0.1,205516.0600807513,760.4506894469324,48666.89023285339,188.7503890420488,47951.49460059429,187.08386997080072,0.9852991796389649,3.95132667400351e-05,117.98794707888896,0.1330740193979349,13.230194203202077,0.0086621850207361,218.97370206313056,0.4277218041930772,0.1862545410256928,0.026686953146732,0.2409858911294841,0.0451646324042087,0.0547313501037912,0.0318454687675213,0.2338381977598198,0.0063968810476866,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,662.9754527404268,7.979082187266944,0.052364530133963,0.0002335386361713,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,25.74315157485484,0.1553879989737142,0.1486524634460377,0.0375548375404561,0.196598002926422,0.0335729575186351,0.0479455394803842,0.0245604245243567,0.1665266714384046,0.0076427476391387,sweep_network_compact_gated.csv,,193.23055048827572,8.50609535613416,0.9329346495050018,18.816156224801333,9.911512658316921,3.986581425262939,112.60374219364051,21.91371792001271,47288.51914785386,72.32770746244903,36008.93169309879,3.8447661271765323
12,hypothesis,24,0.8,3.0,0.1,12.0,0.0,0.0,0.0,6.0,0.05,0.2,205516.0600807513,760.4506894469324,48666.89023285339,188.7503890420488,48664.37350538467,188.74421918389083,0.9999482834437856,3.277728556337188e-07,117.98794707888896,0.1330740193979349,13.230194203202077,0.0086621850207361,220.59545640390252,0.4283286052248921,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,1289.2982733882716,15.370651384886209,0.1018349310960916,0.0004398923982798,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,35.899741686985564,0.2146498611866835,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,184.69571471691694,6.144764447814207,0.8981133523476941,9.819305347201864,9.911512658316921,3.986581425262939,112.60374219364051,21.91371792001271,47375.075231996394,37.74485276978992,36008.93169309879,3.8447661271765323
12,hypothesis,24,0.8,3.0,0.1,20.0,0.0,0.0,0.0,6.0,0.05,0.1,231227.75234951952,564.3936962039011,54753.46257460909,143.13388341034013,53948.56297358702,142.25352642394472,0.9852989244948396,3.931726354651518e-05,117.987121055361,0.1323983238723715,13.230145779736004,0.0086180437802186,232.2660747286841,0.3065206079903862,0.1862545410256928,0.026686953146732,0.2438013933359441,0.0453036211572806,0.0575468523102512,0.0321000784450019,0.2389310817001626,0.0066283046735765,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,662.9754527404268,7.979082187266944,0.052364530133963,0.0002335386361713,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,25.74315157485484,0.1553879989737142,0.1486524634460377,0.0375548375404561,0.196598002926422,0.0335729575186351,0.0479455394803842,0.0245604245243567,0.1665266714384046,0.0076427476391387,sweep_network_compact_gated.csv,,206.52292315382925,9.022441329815843,0.9329343943608766,18.81615135234044,9.911464234850849,3.9865668340870704,112.60291617011255,21.913564503947466,53285.58752084659,81.37339437016738,42095.50403485449,4.325615572419991
12,hypothesis,24,0.8,3.0,0.1,20.0,0.0,0.0,0.0,6.0,0.05,0.2,231227.75234951952,564.3936962039011,54753.46257460909,143.13388341034013,54750.63099358685,143.13069980077017,0.9999482826449472,3.264422837156969e-07,117.987121055361,0.1323983238723715,13.230145779736004,0.0086180437802186,233.9863246365884,0.306130786655398,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,1289.2982733882716,15.370651384886209,0.1018349310960916,0.0004398923982798,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,35.899741686985564,0.2146498611866835,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,198.0865829496028,6.517771817879501,0.8981133515488555,9.81930533935742,9.911464234850849,3.9865668340870704,112.60291617011255,21.913564503947466,53461.332720198574,42.46544971296857,42095.50403485449,4.325615572419991
12,hypothesis,24,0.8,3.0,0.2,5.0,0.0,0.0,0.0,6.0,0.05,0.1,212579.14131577956,1846.571330827653,50346.32735511491,446.3869564273804,49606.352368618966,440.92187581057806,0.9853001368961276,4.0205426814754274e-05,117.99115729720116,0.1355570599658897,13.230381311762686,0.0088254973214538,222.7005914735197,0.9908181174922092,0.1862545410256928,0.026686953146732,0.2316755448796296,0.0446027668163804,0.0454210038539368,0.0308914021346224,0.2168801065854433,0.0057691964417238,sweep_network_compact_gated.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,662.9754527404268,7.979082187266944,0.052364530133963,0.0002335386361713,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,25.74315157485484,0.1553879989737142,0.1486524634460377,0.0375548375404561,0.196598002926422,0.0335729575186351,0.0479455394803842,0.0245604245243567,0.1665266714384046,0.0076427476391387,sweep_network_compact_gated.csv,,196.95743989866486,8.650867428797923,0.9329356067621646,18.81617450544207,9.91169976687753,3.986637805653187,112.6069524119527,21.91431414886741,48943.376915878536,74.82381461269762,37688.368815360314,3.977444482614888
12,hypothesis,24,0.8,3.0,0.2,5.0,0.0,0.0,0.0,6.0,0.05,0.2,212579.14131577956,1846.571330827653,50346.32735511491,446.3869564273804,50343.723994116684,446.366993162571,0.9999482846610858,3.330675706957909e-07,117.99115729720116,0.1355570599658897,13.230381311762686,0.0088254973214538,224.34977077620655,0.9956426328685862,0.1862545410256928,0.026686953146732,0.1862545410256928,0.026686953146732,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,,,,,,,12,antithesis,53461.11846199681,495.058140589411,12657.958539754594,116.8290417925696,1289.2982733882716,15.370651384886209,0.1018349310960916,0.0004398923982798,5.384204885248451,0.0247787232470764,3.318681544885156,0.0082270620879955,35.899741686985564,0.2146498611866835,0.1486524634460377,0.0375548375404561,0.1486524634460377,0.0375548375404561,0.0,0.0,0.0,0.0,sweep_net_prcA0.csv,,188.450029089221,6.249342202301645,0.8981133535649941,9.819305359155525,9.91169976687753,3.986637805653187,112.6069524119527,21.91431414886741,49054.42572072841,39.047383397026934,37688.368815360314,3.977444482614888
