trials,mode,curvature,loss_mm,distance_um,emit_photons_mean,emit_photons_sem,det_photons_mean,det_photons_sem,snr_mean,snr_sem,motor_net_steps_mean,motor_net_steps_sem,photon_peak_mean,photon_peak_sem,cilia_phase_reset_mean,cilia_phase_reset_sem,spindle_metric_mean,spindle_metric_sem
24,hypothesis,1.0,3.0,5.0,2294.081603402734,0.0,542.382522704585,0.0,23.289107378871027,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,5.0,993.2553944550932,0.0,234.83225955668686,0.0,15.324237643572578,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,3.0,10.0,2294.081603402734,0.0,534.307498948316,0.0,23.1150924451605,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,10.0,993.2553944550932,0.0,231.33606269325765,0.0,15.209735779863424,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,3.0,20.0,2294.081603402734,0.0,518.5163258958675,0.0,22.77095355262637,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,3.0,20.0,993.2553944550932,0.0,224.49904878936957,0.0,14.98329231475411,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,5.0,2294.081603402734,0.0,536.9857264321289,0.0,23.172952471192115,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,5.0,993.2553944550932,0.0,232.49563953303934,0.0,15.247807689403723,3.7039600552382055e-16,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,10.0,2294.081603402734,0.0,523.7275016069899,0.0,22.88509343234128,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,10.0,993.2553944550932,0.0,226.75530173993954,0.0,15.058396380091061,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,5.0,20.0,2294.081603402734,0.0,498.1850099488138,0.0,22.320058462038435,7.407920110476411e-16,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,5.0,20.0,993.2553944550932,0.0,215.69631517656845,0.0,14.686603248422301,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,5.0,2294.081603402734,0.0,531.6426291798055,0.0,23.05737688853191,0.0,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,5.0,993.2553944550932,0.0,230.1822692670921,0.0,15.171758931221262,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,10.0,2294.081603402734,0.0,513.3570022494331,0.0,22.65738294793626,7.407920110476411e-16,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,10.0,993.2553944550932,0.0,222.2652459307617,0.0,14.908562832505408,0.0,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,hypothesis,1.0,7.0,20.0,2294.081603402734,0.0,478.6508963028153,0.0,21.87809169244007,7.407920110476411e-16,3.6666666666666665,15.049034186674268,4.0704612457644606e-05,1.4129486294701406e-21,0.6251473373093197,0.0,1.0840679664132229e-05,3.5323715736753516e-22
24,antithesis,1.0,7.0,20.0,993.2553944550932,0.0,207.23874168571794,0.0,14.395789019213845,3.7039600552382055e-16,190.0,15.296584822971985,7.095511407607802e-07,0.0,0.02515701077085465,0.0,1.0840679664132229e-05,3.5323715736753516e-22
