trials,mode,N,curvature,loss_mm,alpha,ell_um,det_x_um,det_y_um,det_z_um,node_radius_um,emit_photons_total_mean,emit_photons_total_sem,det_photons_total_mean,det_photons_total_sem,snr_mean,snr_sem,R_before_mean,R_before_sem,R_after_mean,R_after_sem,sync_gain_mean,sync_gain_sem,mean_phase_reset_mean,mean_phase_reset_sem
12,antithesis,12,0.8,3.0,0.2,20.0,0.0,0.0,20.0,12.0,10189.07897639512,88.37789180742715,2.0329054008736036,6.773028303957935e-05,1.4257964071764626,2.3751526411238086e-05,0.26803775307681565,0.028244876610746945,0.2810489105952331,0.03558958860554468,0.013011157518417504,0.016926397662917467,0.12158813320853244,0.004806427858722979
12,hypothesis,12,0.8,3.0,0.3,5.0,0.0,0.0,20.0,12.0,12201.440009864904,198.62486944883116,2.0340599632007614,9.852091489649132e-05,1.4262012305868836,3.4539019168511195e-05,0.26803775307681565,0.028244876610746945,0.2800106055426304,0.03486491824593496,0.01197285246581476,0.01586075392007249,0.11438643250566079,0.004546231953306903
12,antithesis,12,0.8,3.0,0.3,5.0,0.0,0.0,20.0,12.0,6530.918877493728,106.31555852213374,2.0289305500475163,0.00018314642441697967,1.424401805894708,6.428678435319563e-05,0.26803775307681565,0.028244876610746945,0.2800106055426304,0.03486491824593496,0.011972852465814766,0.01586075392007249,0.11438643250566079,0.0045462319533069
12,hypothesis,12,0.8,3.0,0.3,8.0,0.0,0.0,20.0,12.0,15725.616016767619,263.9875794295213,2.035387338908975,7.95139505779365e-05,1.426666509880996,2.7866701043752594e-05,0.26803775307681565,0.028244876610746945,0.2797102997275873,0.035010734433839744,0.011672546650771698,0.016048764876284365,0.11503965522160353,0.004613428491213275
12,antithesis,12,0.8,3.0,0.3,8.0,0.0,0.0,20.0,12.0,8417.262423213151,141.3014746231766,2.0313993002210187,0.00014797724734863445,1.4252681399049447,5.191088899916516e-05,0.26803775307681565,0.028244876610746945,0.2797102997275873,0.035010734433839744,0.011672546650771698,0.01604876487628436,0.11503965522160353,0.004613428491213275
12,hypothesis,12,0.8,3.0,0.3,12.0,0.0,0.0,20.0,12.0,19489.70035579026,279.26075126294734,2.036279608911558,5.569949991938211e-05,1.4269791886257026,1.9516423482843665e-05,0.26803775307681565,0.028244876610746945,0.2801121369839112,0.035213190314377966,0.01207438390709552,0.01633678112379105,0.11715298836629245,0.0046540653780495125
12,antithesis,12,0.8,3.0,0.3,12.0,0.0,0.0,20.0,12.0,10432.018832811207,149.47656265913588,2.0330603660851065,0.00010373508731612268,1.4258507465997017,3.637602323899457e-05,0.26803775307681565,0.028244876610746945,0.2801121369839112,0.035213190314377966,0.01207438390709552,0.01633678112379105,0.11715298836629247,0.0046540653780495125
12,hypothesis,12,0.8,3.0,0.3,20.0,0.0,0.0,20.0,12.0,24271.45345840888,247.6690260545245,2.037014749659799,3.297358644134605e-05,1.427236752694199,1.155149731687521e-05,0.26803775307681565,0.028244876610746945,0.2807822207269749,0.03549636825377915,0.012744467650159267,0.01677348103904651,0.12040848142555638,0.004767912143098902
12,antithesis,12,0.8,3.0,0.3,20.0,0.0,0.0,20.0,12.0,12991.490631234772,132.56683771114058,2.034429869561399,6.144784060680549e-05,1.4263309098896713,2.1540352762493425e-05,0.26803775307681565,0.028244876610746945,0.28078222072697495,0.03549636825377915,0.012744467650159278,0.01677348103904651,0.12040848142555638,0.0047679121430989
12,hypothesis,12,0.8,3.0,0.5,5.0,0.0,0.0,20.0,12.0,14626.019136861365,331.0414490813849,2.0350293696549584,0.00011192521078487631,1.4265410448971305,3.9228817222826734e-05,0.26803775307681565,0.028244876610746945,0.27916650832856515,0.03448446699397556,0.011128755251749544,0.015236374200608908,0.10968631665360207,0.004423248925388843
12,antithesis,12,0.8,3.0,0.5,5.0,0.0,0.0,20.0,12.0,7828.694351345671,177.19259753688974,2.0307332947799104,0.00020823718804550214,1.425034468394263,7.306126462198306e-05,0.26803775307681565,0.028244876610746945,0.27916650832856515,0.03448446699397556,0.011128755251749544,0.015236374200608908,0.10968631665360207,0.004423248925388845
12,hypothesis,12,0.8,3.0,0.5,8.0,0.0,0.0,20.0,12.0,20499.645815032552,439.9792990492024,2.0364529727448066,7.68263270602666e-05,1.427039931054379,2.6917759801062626e-05,0.26803775307681565,0.028244876610746945,0.2790328770276154,0.03476181168769435,0.010995123950799773,0.015636690699630817,0.11177598402387696,0.004537577958313815
12,antithesis,12,0.8,3.0,0.5,8.0,0.0,0.0,20.0,12.0,10972.600260878042,235.5024577052942,2.0333832792917685,0.0001431047393168733,1.4259639727727087,5.017715933036743e-05,0.26803775307681565,0.028244876610746945,0.2790328770276154,0.034761811687694336,0.010995123950799756,0.015636690699630813,0.11177598402387695,0.0045375779583138156
12,hypothesis,12,0.8,3.0,0.5,12.0,0.0,0.0,20.0,12.0,26773.119713403623,465.4345854382449,2.037287558081039,4.8545535434269456e-05,1.4273323211323419,1.7005571772799694e-05,0.26803775307681565,0.028244876610746945,0.2796443810782569,0.03504581383945825,0.011606628001441242,0.016058483539215233,0.11496722405292614,0.004591516749211762
12,antithesis,12,0.8,3.0,0.5,12.0,0.0,0.0,20.0,12.0,14330.527610208135,249.12760443189373,2.034938323349881,9.048866557429974e-05,1.4265091350334147,3.1716415935237396e-05,0.26803775307681565,0.028244876610746945,0.2796443810782569,0.03504581383945825,0.011606628001441252,0.016058483539215233,0.11496722405292614,0.004591516749211764
12,hypothesis,12,0.8,3.0,0.5,20.0,0.0,0.0,20.0,12.0,34742.708217768,412.78171009087316,2.037912731653368,2.644559840569059e-05,1.4275513058236105,9.262541322849932e-06,0.26803775307681565,0.028244876610746945,0.28049911894670637,0.03539804130976064,0.012461365869890757,0.016610816471910136,0.11914479535022544,0.004728071760608638
12,antithesis,12,0.8,3.0,0.5,20.0,0.0,0.0,20.0,12.0,18596.313940914075,220.94472951856744,2.0361039119678415,4.9320125506693826e-05,1.4269176250686775,1.7281937884182514e-05,0.26803775307681565,0.028244876610746945,0.28049911894670637,0.03539804130976064,0.012461365869890752,0.016610816471910136,0.11914479535022547,0.004728071760608641
12,hypothesis,12,0.8,5.0,0.1,5.0,0.0,0.0,20.0,12.0,9776.860882868437,66.2082898162769,2.032290454077954,6.391624073813365e-05,1.4255807408208085,2.2417432635968695e-05,0.26803775307681565,0.028244876610746945,0.281489410023612,0.035563263886275946,0.013451656946796347,0.016952368128723666,0.12232146845725388,0.004803469397839223
12,antithesis,12,0.8,5.0,0.1,5.0,0.0,0.0,20.0,12.0,5233.143403641786,35.43851950737801,2.025643723742714,0.00011863553092478506,1.4232475907885007,4.167712379188911e-05,0.26803775307681565,0.028244876610746945,0.281489410023612,0.035563263886275946,0.013451656946796347,0.016952368128723666,0.12232146845725385,0.0048034693978392246
12,hypothesis,12,0.8,5.0,0.1,8.0,0.0,0.0,20.0,12.0,10951.586218502676,87.99585980984057,2.03311332625453,6.616466867925121e-05,1.4258693209345654,2.320132458064132e-05,0.26803775307681565,0.028244876610746945,0.2811563741147638,0.03555962406190245,0.013118621037948155,0.016924430748199607,0.12176397872028467,0.004806195015544387
12,antithesis,12,0.8,5.0,0.1,8.0,0.0,0.0,20.0,12.0,5861.9245855482595,47.10049154105894,2.027171557480734,0.00012289475152782686,1.4237842312099698,4.315711207039101e-05,0.26803775307681565,0.028244876610746945,0.28115637411476385,0.03555962406190245,0.013118621037948155,0.016924430748199607,0.12176397872028467,0.004806195015544386
12,hypothesis,12,0.8,5.0,0.1,12.0,0.0,0.0,20.0,12.0,12206.28099817689,93.08691708764886,2.0338195458130626,5.7373016860214174e-05,1.4261169452087354,2.0114978701019486e-05,0.26803775307681565,0.028244876610746945,0.2812415816991883,0.03562589211315918,0.013203828622372635,0.01700527809727038,0.12228930706627068,0.004819479461559779
12,antithesis,12,0.8,5.0,0.1,12.0,0.0,0.0,20.0,12.0,6533.51005541428,49.825520886378754,2.0284836408412237,0.00010662841091006564,1.4242449317014028,3.743283458063737e-05,0.26803775307681565,0.028244876610746945,0.2812415816991883,0.03562589211315918,0.013203828622372635,0.01700527809727038,0.12228930706627068,0.00481947946155978
12,hypothesis,12,0.8,5.0,0.1,20.0,0.0,0.0,20.0,12.0,13800.198699049766,82.5563420181747,2.034532830500278,4.248319408911467e-05,1.4263670033024216,1.4892029004665383e-05,0.26803775307681565,0.028244876610746945,0.2815383212805971,0.035762258013034655,0.013500568203781399,0.017206440326351567,0.12372754563595091,0.004879721577626534
12,antithesis,12,0.8,5.0,0.1,20.0,0.0,0.0,20.0,12.0,7386.6673215554665,44.18894590371367,2.029809645872725,7.900273379051658e-05,1.4247103696773455,2.772565361556698e-05,0.26803775307681565,0.028244876610746945,0.2815383212805971,0.035762258013034655,0.013500568203781399,0.017206440326351567,0.12372754563595091,0.004879721577626534
12,hypothesis,12,0.8,5.0,0.2,5.0,0.0,0.0,20.0,12.0,10989.150446366672,132.41657963255386,2.0331306421186714,9.095118304143363e-05,1.425875391112175,3.189265777029398e-05,0.26803775307681565,0.028244876610746945,0.28063392644804447,0.03515360801707183,0.012596173371228763,0.01631982579397116,0.11776836931858371,0.0046474577894945485
12,antithesis,12,0.8,5.0,0.2,5.0,0.0,0.0,20.0,12.0,5882.031140567757,70.87703901475588,2.027203753170799,0.0001689391553668963,1.4237955311439447,5.932549695964714e-05,0.26803775307681565,0.028244876610746945,0.28063392644804447,0.03515360801707183,0.012596173371228767,0.016319825793971166,0.11776836931858371,0.004647457789494548
12,hypothesis,12,0.8,5.0,0.2,8.0,0.0,0.0,20.0,12.0,13338.601117635148,175.99171961968096,2.0343356020505303,8.214063693835557e-05,1.4262978626427196,2.8794721144882568e-05,0.26803775307681565,0.028244876610746945,0.2802739432707821,0.03522155002667084,0.012236190193966425,0.016390121002924044,0.11769561009877823,0.004683281833340631
12,antithesis,12,0.8,5.0,0.2,8.0,0.0,0.0,20.0,12.0,7139.593504380707,94.20098308211766,2.029442954764933,0.00015272864306776143,1.4245816660365282,5.3603592365597534e-05,0.26803775307681565,0.028244876610746945,0.2802739432707821,0.03522155002667084,0.01223619019396642,0.016390121002924044,0.11769561009877823,0.004683281833340631
12,hypothesis,12,0.8,5.0,0.2,12.0,0.0,0.0,20.0,12.0,15847.990676983578,186.17383417529834,2.0352323063891777,6.297892610676569e-05,1.426612176128838,2.2072718472907062e-05,0.26803775307681565,0.028244876610746945,0.2805294415876419,0.03536417390139797,0.012491688510826297,0.01658414837320491,0.11907250685113774,0.004712720527213789
12,antithesis,12,0.8,5.0,0.2,12.0,0.0,0.0,20.0,12.0,8482.764444112743,99.65104177275738,2.0311107919316815,0.00011718807307901043,1.4251669282535573,4.111318718274645e-05,0.26803775307681565,0.028244876610746945,0.2805294415876419,0.03536417390139797,0.012491688510826292,0.01658414837320491,0.11907250685113772,0.0047127205272137875
12,hypothesis,12,0.8,5.0,0.2,20.0,0.0,0.0,20.0,12.0,19035.826078729326,165.11268403634944,2.03603189254317,4.0985358848531505e-05,1.426892389188283,1.4361686776067963e-05,0.26803775307681565,0.028244876610746945,0.2810489105952331,0.03558958860554468,0.013011157518417499,0.016926397662917467,0.12158813320853244,0.004806427858722979
12,antithesis,12,0.8,5.0,0.2,20.0,0.0,0.0,20.0,12.0,10189.07897639512,88.37789180742715,2.0325990663909197,7.631448994034628e-05,1.4256889767971084,2.6763835340809925e-05,0.26803775307681565,0.028244876610746945,0.2810489105952331,0.03558958860554468,0.013011157518417504,0.016926397662917467,0.12158813320853244,0.004806427858722979
12,hypothesis,12,0.8,5.0,0.3,5.0,0.0,0.0,20.0,12.0,12201.440009864904,198.62486944883116,2.033803140168811,0.00010661962892346001,1.4261111895106813,3.7380609296072944e-05,0.26803775307681565,0.028244876610746945,0.2800106055426304,0.03486491824593496,0.01197285246581476,0.01586075392007249,0.11438643250566079,0.004546231953306903
12,antithesis,12,0.8,5.0,0.3,5.0,0.0,0.0,20.0,12.0,6530.918877493728,106.31555852213374,2.0284532217849587,0.00019815803745805088,1.4242342393732625,6.956430742448156e-05,0.26803775307681565,0.028244876610746945,0.2800106055426304,0.03486491824593496,0.011972852465814766,0.01586075392007249,0.11438643250566079,0.0045462319533069
12,hypothesis,12,0.8,5.0,0.3,8.0,0.0,0.0,20.0,12.0,15725.616016767619,263.9875794295213,2.0351878332635134,8.615840143373197e-05,1.426596587435398,3.0196816778023204e-05,0.26803775307681565,0.028244876610746945,0.2797102997275873,0.035010734433839744,0.011672546650771698,0.016048764876284365,0.11503965522160353,0.004613428491213275
12,antithesis,12,0.8,5.0,0.3,8.0,0.0,0.0,20.0,12.0,8417.262423213151,141.3014746231766,2.0310280724627785,0.00016031552175137,1.425137901297391,5.6244338946935805e-05,0.26803775307681565,0.028244876610746945,0.2797102997275873,0.035010734433839744,0.011672546650771698,0.01604876487628436,0.11503965522160353,0.004613428491213275
12,hypothesis,12,0.8,5.0,0.3,12.0,0.0,0.0,20.0,12.0,19489.70035579026,279.26075126294734,2.036118655434344,6.083286102401171e-05,1.4269227906531585,2.131593241045654e-05,0.26803775307681565,0.028244876610746945,0.2801121369839112,0.035213190314377966,0.01207438390709552,0.01633678112379105,0.11715298836629245,0.0046540653780495125
12,antithesis,12,0.8,5.0,0.3,12.0,0.0,0.0,20.0,12.0,10432.018832811207,149.47656265913588,2.032760639244484,0.00011328000247890223,1.4257456371786574,3.9725995559224e-05,0.26803775307681565,0.028244876610746945,0.2801121369839112,0.035213190314377966,0.01207438390709552,0.01633678112379105,0.11715298836629247,0.0046540653780495125
12,hypothesis,12,0.8,5.0,0.3,20.0,0.0,0.0,20.0,12.0,24271.45345840888,247.6690260545245,2.0368855735092906,3.67324834985216e-05,1.427191497920561,1.2868743608054572e-05,0.26803775307681565,0.028244876610746945,0.2807822207269749,0.03549636825377915,0.012744467650159267,0.01677348103904651,0.12040848142555638,0.004767912143098902
12,antithesis,12,0.8,5.0,0.3,20.0,0.0,0.0,20.0,12.0,12991.490631234772,132.56683771114058,2.034189162810065,6.844521177163236e-05,1.4262465272616909,2.3994678389526477e-05,0.26803775307681565,0.028244876610746945,0.28078222072697495,0.03549636825377915,0.012744467650159278,0.01677348103904651,0.12040848142555638,0.0047679121430989
12,hypothesis,12,0.8,5.0,0.5,5.0,0.0,0.0,20.0,12.0,14626.019136861365,331.0414490813849,2.034814288825975,0.00011984180263549657,1.4264656566022929,4.20057451369591e-05,0.26803775307681565,0.028244876610746945,0.27916650832856515,0.03448446699397556,0.011128755251749544,0.015236374200608908,0.10968631665360207,0.004423248925388843
12,antithesis,12,0.8,5.0,0.5,5.0,0.0,0.0,20.0,12.0,7828.694351345671,177.19259753688974,2.030333215623574,0.00022292509504640836,1.4248940832099521,7.822234954314459e-05,0.26803775307681565,0.028244876610746945,0.27916650832856515,0.03448446699397556,0.011128755251749544,0.015236374200608908,0.10968631665360207,0.004423248925388845
12,hypothesis,12,0.8,5.0,0.5,8.0,0.0,0.0,20.0,12.0,20499.645815032552,439.9792990492024,2.036299450058903,8.254989023763525e-05,1.4269861390025114,2.8924222699009793e-05,0.26803775307681565,0.028244876610746945,0.2790328770276154,0.03476181168769435,0.010995123950799773,0.015636690699630817,0.11177598402387696,0.004537577958313815
12,antithesis,12,0.8,5.0,0.5,8.0,0.0,0.0,20.0,12.0,10972.600260878042,235.5024577052942,2.0330973499780938,0.00015374600388846837,1.425863709495265,5.3912118328942444e-05,0.26803775307681565,0.028244876610746945,0.2790328770276154,0.034761811687694336,0.010995123950799756,0.015636690699630813,0.11177598402387695,0.0045375779583138156
12,hypothesis,12,0.8,5.0,0.5,12.0,0.0,0.0,20.0,12.0,26773.119713403623,465.4345854382449,2.037170140434794,5.2589640698617296e-05,1.4272911884932602,1.8422757770516146e-05,0.26803775307681565,0.028244876610746945,0.2796443810782569,0.03504581383945825,0.011606628001441242,0.016058483539215233,0.11496722405292614,0.004591516749211762
12,antithesis,12,0.8,5.0,0.5,12.0,0.0,0.0,20.0,12.0,14330.527610208135,249.12760443189373,2.03471947702848,9.801709032317264e-05,1.4264324253511627,3.43569848452186e-05,0.26803775307681565,0.028244876610746945,0.2796443810782569,0.03504581383945825,0.011606628001441252,0.016058483539215233,0.11496722405292614,0.004591516749211764
12,hypothesis,12,0.8,5.0,0.5,20.0,0.0,0.0,20.0,12.0,34742.708217768,412.78171009087316,2.037822367426163,2.918849111856978e-05,1.4275196553202072,1.0223462852911645e-05,0.26803775307681565,0.028244876610746945,0.28049911894670637,0.03539804130976064,0.012461365869890757,0.016610816471910136,0.11914479535022544,0.004728071760608638
12,antithesis,12,0.8,5.0,0.5,20.0,0.0,0.0,20.0,12.0,18596.313940914075,220.94472951856744,2.035935395661662,5.443134672819694e-05,1.4268585745296927,1.9073715466070604e-05,0.26803775307681565,0.028244876610746945,0.28049911894670637,0.03539804130976064,0.012461365869890752,0.016610816471910136,0.11914479535022547,0.004728071760608641
12,hypothesis,12,0.8,7.0,0.1,5.0,0.0,0.0,20.0,12.0,9776.860882868437,66.2082898162769,2.0319583521346334,7.318740844969818e-05,1.425464255930225,2.567123712541318e-05,0.26803775307681565,0.028244876610746945,0.281489410023612,0.035563263886275946,0.013451656946796347,0.016952368128723666,0.12232146845725388,0.004803469397839223
12,antithesis,12,0.8,7.0,0.1,5.0,0.0,0.0,20.0,12.0,5233.143403641786,35.43851950737801,2.025027421360391,0.0001358052481757232,1.423031059522085,4.771623145436999e-05,0.26803775307681565,0.028244876610746945,0.281489410023612,0.035563263886275946,0.013451656946796347,0.016952368128723666,0.12232146845725385,0.0048034693978392246
12,hypothesis,12,0.8,7.0,0.1,8.0,0.0,0.0,20.0,12.0,10951.586218502676,87.99585980984057,2.032816575396946,7.485818859203081e-05,1.4257652569288741,2.625171843156745e-05,0.26803775307681565,0.028244876610746945,0.2811563741147638,0.03555962406190245,0.013118621037948155,0.016924430748199607,0.12176397872028467,0.004806195015544387
12,antithesis,12,0.8,7.0,0.1,8.0,0.0,0.0,20.0,12.0,5861.9245855482595,47.10049154105894,2.0266204661877905,0.00013900704908049227,1.4235906855615938,4.8821944143827626e-05,0.26803775307681565,0.028244876610746945,0.28115637411476385,0.03555962406190245,0.013118621037948155,0.016924430748199607,0.12176397872028467,0.004806195015544386
12,hypothesis,12,0.8,7.0,0.1,12.0,0.0,0.0,20.0,12.0,12206.28099817689,93.08691708764886,2.033553154568102,6.523512344031485e-05,1.4260235442875393,2.28729313645158e-05,0.26803775307681565,0.028244876610746945,0.2812415816991883,0.03562589211315918,0.013203828622372635,0.01700527809727038,0.12228930706627068,0.004819479461559779
12,antithesis,12,0.8,7.0,0.1,12.0,0.0,0.0,20.0,12.0,6533.51005541428,49.825520886378754,2.0279886256992685,0.00012121280658206891,1.4240711379090418,4.25580078757772e-05,0.26803775307681565,0.028244876610746945,0.2812415816991883,0.03562589211315918,0.013203828622372635,0.01700527809727038,0.12228930706627068,0.00481947946155978
12,hypothesis,12,0.8,7.0,0.1,20.0,0.0,0.0,20.0,12.0,13800.198699049766,82.5563420181747,2.034297119687643,4.9342256410497384e-05,1.4262843743256808,1.7297399494225756e-05,0.26803775307681565,0.028244876610746945,0.2815383212805971,0.035762258013034655,0.013500568203781399,0.017206440326351567,0.12372754563595091,0.004879721577626534
12,antithesis,12,0.8,7.0,0.1,20.0,0.0,0.0,20.0,12.0,7386.6673215554665,44.18894590371367,2.0293713689168285,9.173968459651465e-05,1.4245565476882638,3.219909712932594e-05,0.26803775307681565,0.028244876610746945,0.2815383212805971,0.035762258013034655,0.013500568203781399,0.017206440326351567,0.12372754563595091,0.004879721577626534
12,hypothesis,12,0.8,7.0,0.2,5.0,0.0,0.0,20.0,12.0,10989.150446366672,132.41657963255386,2.032834507133952,9.998789336847302e-05,1.4257715432911409,3.5064022699049077e-05,0.26803775307681565,0.028244876610746945,0.28063392644804447,0.03515360801707183,0.012596173371228763,0.01631982579397116,0.11776836931858371,0.0046474577894945485
12,antithesis,12,0.8,7.0,0.2,5.0,0.0,0.0,20.0,12.0,5882.031140567757,70.87703901475588,2.0266538017185054,0.00018567742107586022,1.4236023865492513,6.52123263641817e-05,0.26803775307681565,0.028244876610746945,0.28063392644804447,0.03515360801707183,0.012596173371228767,0.016319825793971166,0.11776836931858371,0.004647457789494548
12,hypothesis,12,0.8,7.0,0.2,8.0,0.0,0.0,20.0,12.0,13338.601117635148,175.99171961968096,2.0340913117175305,9.00727502997791e-05,1.4262122215148552,3.157725637531084e-05,0.26803775307681565,0.028244876610746945,0.2802739432707821,0.03522155002667084,0.012236190193966425,0.016390121002924044,0.11769561009877823,0.004683281833340631
12,antithesis,12,0.8,7.0,0.2,8.0,0.0,0.0,20.0,12.0,7139.593504380707,94.20098308211766,2.028988809086144,0.00016744241608795366,1.4244222587199336,5.8774322877250906e-05,0.26803775307681565,0.028244876610746945,0.2802739432707821,0.03522155002667084,0.01223619019396642,0.016390121002924044,0.11769561009877823,0.004683281833340631
12,hypothesis,12,0.8,7.0,0.2,12.0,0.0,0.0,20.0,12.0,15847.990676983578,186.17383417529834,2.0350266286718433,6.955585832225537e-05,1.4265400878290377,2.4379020415525625e-05,0.26803775307681565,0.028244876610746945,0.2805294415876419,0.03536417390139797,0.012491688510826297,0.01658414837320491,0.11907250685113774,0.004712720527213789
12,antithesis,12,0.8,7.0,0.2,12.0,0.0,0.0,20.0,12.0,8482.764444112743,99.65104177275738,2.030728128684206,0.00012940347405845636,1.4250326684177053,4.540300696771027e-05,0.26803775307681565,0.028244876610746945,0.2805294415876419,0.03536417390139797,0.012491688510826292,0.01658414837320491,0.11907250685113772,0.0047127205272137875
12,hypothesis,12,0.8,7.0,0.2,20.0,0.0,0.0,20.0,12.0,19035.826078729326,165.11268403634944,2.0358606663037415,4.618167907214053e-05,1.4268323880091878,1.6183210225683176e-05,0.26803775307681565,0.028244876610746945,0.2810489105952331,0.03558958860554468,0.013011157518417499,0.016926397662917467,0.12158813320853244,0.004806427858722979
12,antithesis,12,0.8,7.0,0.2,20.0,0.0,0.0,20.0,12.0,10189.07897639512,88.37789180742715,2.032280276572442,8.597750578007058e-05,1.4255771696471022,3.015506149440549e-05,0.26803775307681565,0.028244876610746945,0.2810489105952331,0.03558958860554468,0.013011157518417504,0.016926397662917467,0.12158813320853244,0.004806427858722979
