mode,seed,snr,score,R_before,R_after,dR,CR,p2r,gateN
hypothesis,5005,0.06324520985403717,13.255447744078596,0.2202937449122166,0.48992272955795646,0.2696289846457399,0.9999490129276638,13.256123362156526,2293.838822787144
antithesis,5005,0.0632399490459945,0.3278128796859217,0.2202937449122166,0.36375592034409576,0.14346217543187922,0.09986302534753415,3.275792719396044,112.63519376492624
